Code,Project Rank,Project,File,Line
CS1591,6,OoBDev.Data.Vectors.Tests,src/Extensions/OoBDev.Data.Vectors.Tests/SqlVectorTests.cs,101
CS1591,6,OoBDev.Data.Vectors.Tests,src/Extensions/OoBDev.Data.Vectors.Tests/SqlVectorTests.cs,110
CS1591,6,OoBDev.Data.Vectors.Tests,src/Extensions/OoBDev.Data.Vectors.Tests/SqlVectorTests.cs,118
CS1591,6,OoBDev.Data.Vectors.Tests,src/Extensions/OoBDev.Data.Vectors.Tests/SqlVectorTests.cs,126
CS1591,6,OoBDev.Data.Vectors.Tests,src/Extensions/OoBDev.Data.Vectors.Tests/SqlVectorTests.cs,135
CS1591,6,OoBDev.Data.Vectors.Tests,src/Extensions/OoBDev.Data.Vectors.Tests/VectorFunctionsTests.cs,8
CS1591,6,OoBDev.Data.Vectors.Tests,src/Extensions/OoBDev.Data.Vectors.Tests/VectorFunctionsTests.cs,10
CS1591,6,OoBDev.Data.Vectors.Tests,src/Extensions/OoBDev.Data.Vectors.Tests/VectorFunctionsTests.cs,15
CS1591,6,OoBDev.Data.Vectors.Tests,src/Extensions/OoBDev.Data.Vectors.Tests/VectorFunctionsTests.cs,24
CS1591,6,OoBDev.Data.Vectors.Tests,src/Extensions/OoBDev.Data.Vectors.Tests/VectorFunctionsTests.cs,36
CS1591,6,OoBDev.Extensions.Tests,src/Framework/OoBDev.Extensions.Tests/Configuration/CommandLineTests.cs,9
CS1591,6,OoBDev.Extensions.Tests,src/Framework/OoBDev.Extensions.Tests/Configuration/CommandLineTests.cs,11
CS1591,6,OoBDev.Extensions.Tests,src/Framework/OoBDev.Extensions.Tests/Configuration/CommandLineTests.cs,15
CS1591,6,OoBDev.Extensions.Tests,src/Framework/OoBDev.Extensions.Tests/Configuration/CommandLineTests.cs,28
CS1591,6,OoBDev.Extensions.Tests,src/Framework/OoBDev.Extensions.Tests/Configuration/CommandLineTests.cs,39
CS1591,6,OoBDev.Extensions.Tests,src/Framework/OoBDev.Extensions.Tests/Configuration/CommandLineTests.cs,41
CS1591,6,OoBDev.Extensions.Tests,src/Framework/OoBDev.Extensions.Tests/Configuration/CommandLineTests.cs,42
CS1591,6,OoBDev.Extensions.Tests,src/Framework/OoBDev.Extensions.Tests/Configuration/ConfigurationBuilderExtensionsTests.cs,10
CS1591,6,OoBDev.Extensions.Tests,src/Framework/OoBDev.Extensions.Tests/Configuration/ConfigurationBuilderExtensionsTests.cs,12
CS1591,6,OoBDev.Extensions.Tests,src/Framework/OoBDev.Extensions.Tests/Configuration/ConfigurationBuilderExtensionsTests.cs,16
CS1591,6,OoBDev.Extensions.Tests,src/Framework/OoBDev.Extensions.Tests/Configuration/ConfigurationBuilderExtensionsTests.cs,32
CS1591,6,OoBDev.Extensions.Tests,src/Framework/OoBDev.Extensions.Tests/IO/StreamExtensionsTests.cs,11
CS1591,6,OoBDev.Extensions.Tests,src/Framework/OoBDev.Extensions.Tests/IO/StreamExtensionsTests.cs,13
CS1591,6,OoBDev.Extensions.Tests,src/Framework/OoBDev.Extensions.Tests/IO/StreamExtensionsTests.cs,17
CS1591,6,OoBDev.Extensions.Tests,src/Framework/OoBDev.Extensions.Tests/IO/StreamExtensionsTests.cs,28
CS1591,6,OoBDev.Extensions.Tests,src/Framework/OoBDev.Extensions.Tests/Linq/AsyncEnumerableExtensionsTests.cs,10
CS1591,6,OoBDev.Extensions.Tests,src/Framework/OoBDev.Extensions.Tests/Linq/AsyncEnumerableExtensionsTests.cs,12
CS1591,6,OoBDev.Extensions.Tests,src/Framework/OoBDev.Extensions.Tests/Linq/AsyncEnumerableExtensionsTests.cs,16
CS1591,6,OoBDev.Extensions.Tests,src/Framework/OoBDev.Extensions.Tests/Linq/DictionaryExtensionsTests.cs,10
CS1591,6,OoBDev.Extensions.Tests,src/Framework/OoBDev.Extensions.Tests/Linq/DictionaryExtensionsTests.cs,12
